Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
KEGG_PATHWAY	hsa05200:Pathways in cancer	61	28.90995260663507	2.316871928155089E-28	RB1, CDKN1A, CXCL8, HSP90AB1, PIK3CD, IGF1R, IKBKB, CCND3, CCND1, PIM1, AKT1, SKP1, MAP2K1, DAPK1, MMP1, MMP2, MMP9, CCNA2, AR, PIK3CA, PPARG, MET, PTGER4, CSF1R, ROCK2, HDAC1, GSTP1, PTGER2, CXCR4, PTGS2, HIF1A, EGFR, RELA, RXRB, MAPK8, TERT, ERBB2, ABL1, HMOX1, STAT6, JUN, CREBBP, BAD, STAT1, STAT3, BRAF, MTOR, NFKB1, IL2, VEGFA, BMP4, MAPK10, IL6, CDK6, RPS6KB1, CDK4, CDK2, BCL2, BAX, FGFR1, BCL2L1	187	531	8644	5.310170498605195	6.556747556678902E-26	6.556747556678902E-26	3.336295576543328E-26
KEGG_PATHWAY	hsa05212:Pancreatic cancer	25	11.848341232227488	2.9780445304314385E-22	RB1, CDKN1A, PIK3CD, RELA, EGFR, IKBKB, MAPK8, CCND1, ERBB2, AKT1, MAP2K1, STAT1, BAD, STAT3, BRAF, MTOR, NFKB1, VEGFA, MAPK10, CDK6, PIK3CA, RPS6KB1, CDK4, BAX, BCL2L1	187	76	8644	15.205460174500422	8.427866021120971E-20	4.213933010560486E-20	2.1441920619106356E-20
KEGG_PATHWAY	hsa05215:Prostate cancer	27	12.796208530805686	5.503035446501679E-22	RB1, CDKN1A, HSP90AB1, GSTP1, PIK3CD, PLAT, RELA, EGFR, IGF1R, IKBKB, CCND1, PLAU, ERBB2, AKT1, MAP2K1, CREBBP, BAD, MMP3, BRAF, MMP9, MTOR, NFKB1, AR, PIK3CA, CDK2, BCL2, FGFR1	187	97	8644	12.866640939412315	1.5573590313599752E-19	5.191196771199917E-20	2.641457014320806E-20
KEGG_PATHWAY	hsa04933:AGE-RAGE signaling pathway in diabetic complications	26	12.322274881516588	2.34147697203657E-20	CXCL8, PIK3CD, TNF, RELA, ICAM1, MAPK8, CCND1, PIM1, AKT1, JUN, VCAM1, STAT1, MMP2, PRKCD, STAT3, MAPK14, F3, NFKB1, VEGFA, MAPK10, IL6, PIK3CA, CDK4, BCL2, BAX, NOX1	187	100	8644	12.018395721925133	6.6263798308634936E-18	1.6565949577158734E-18	8.429317099331653E-19
KEGG_PATHWAY	hsa05167:Kaposi sarcoma-associated herpesvirus infection	31	14.691943127962084	6.317369178307007E-18	RB1, CDKN1A, CXCL8, PIK3CD, PTGS2, HIF1A, RELA, PIK3CG, ICAM1, IKBKB, PPP3CA, MAPK8, CCND1, AKT1, JUN, MAP2K1, CREBBP, SYK, STAT1, STAT3, MAPK14, MTOR, NFKB1, VEGFA, MAPK10, HCK, IL6, CDK6, PIK3CA, CDK4, BAX	187	194	8644	7.3864049837367	1.7878154774608827E-15	3.575630954921766E-16	1.819402323352418E-16
KEGG_PATHWAY	hsa01522:Endocrine resistance	23	10.90047393364929	6.070831028463311E-17	RB1, CDKN1A, MAP2K1, JUN, BAD, MMP2, PIK3CD, BRAF, MAPK14, MMP9, EGFR, MTOR, IGF1R, MAPK10, MAPK8, PIK3CA, CCND1, RPS6KB1, CDK4, ERBB2, BCL2, BAX, AKT1	187	98	8644	10.848630361235404	3.141931159689193E-14	2.8634086350918612E-15	1.4569994468311946E-15
KEGG_PATHWAY	hsa05417:Lipid and atherosclerosis	31	14.691943127962084	1.1882355386027442E-16	CXCL8, HSP90AB1, NCF1, ROCK2, PIK3CD, TNF, RELA, ICAM1, IKBKB, RXRB, PPP3CA, MAPK8, AKT1, APOB, JUN, VCAM1, MMP1, BAD, MMP3, STAT3, MAPK14, MMP9, NFKB1, MAPK10, IL6, PIK3CA, BCL2, BAX, PPARG, NOX1, BCL2L1	187	215	8644	6.66494217137172	3.141931159689193E-14	4.803866534636809E-15	2.4443702508399312E-15
KEGG_PATHWAY	hsa04218:Cellular senescence	27	12.796208530805686	1.8362410930164894E-16	RB1, CDKN1A, CXCL8, PIK3CD, RELA, PPP3CA, CCND3, CCNB1, CCND1, CHEK2, CHEK1, AKT1, CAPN1, MAP2K1, IGFBP3, MAPK14, SIRT1, CDC25A, MTOR, NFKB1, CCNA2, IL6, CDK6, PIK3CA, CDK4, CDK2, CDK1	187	156	8644	8.00041135335253	6.283862319378386E-14	6.495702866545831E-15	3.305233967429681E-15
KEGG_PATHWAY	hsa05166:Human T-cell leukemia virus 1 infection	31	14.691943127962084	2.9242233375802735E-16	RB1, CDKN1A, PIK3CD, TNF, RELA, ICAM1, IKBKB, PPP3CA, CCND3, MAPK8, XPO1, CCND1, TERT, CHEK2, CHEK1, AKT1, JUN, MAP2K1, CREBBP, MMP7, IL2, NFKB1, MAPK10, CCNA2, IL6, PIK3CA, LCK, CDK4, CDK2, BAX, BCL2L1	187	222	8644	6.454786337139279	9.425793479067579E-14	9.195057828169082E-15	4.678757340128438E-15
KEGG_PATHWAY	hsa05161:Hepatitis B	27	12.796208530805686	4.765049517522212E-16	RB1, CDKN1A, CXCL8, PIK3CD, TNF, RELA, IKBKB, MAPK8, AKT1, STAT6, JUN, MAP2K1, CREBBP, STAT1, BAD, STAT3, BRAF, MAPK14, MMP9, NFKB1, MAPK10, CCNA2, IL6, PIK3CA, CDK2, BCL2, BAX	187	162	8644	7.70409982174688	1.2567724638756772E-13	1.3485090134587862E-14	6.861671305231986E-15
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	23	10.90047393364929	6.720275473032989E-16	CDKN1A, MAP2K1, CREBBP, PFKFB3, INSR, STAT3, PIK3CD, HIF1A, EGFR, MTOR, RELA, NFKB1, IGF1R, VEGFA, LDHB, LDHA, IL6, PIK3CA, RPS6KB1, ERBB2, BCL2, AKT1, HMOX1	187	109	8644	9.753814453220821	1.8851586958135158E-13	1.7289435989712142E-14	8.797451528334095E-15
KEGG_PATHWAY	hsa05418:Fluid shear stress and atherosclerosis	24	11.374407582938389	1.459681888063119E-14	JUN, VCAM1, HSP90AB1, NCF1, GSTP1, MMP2, PIK3CD, PLAT, MAPK14, TNF, MMP9, RELA, NFKB1, ICAM1, VEGFA, MAPK10, BMP4, IKBKB, MAPK8, PIK3CA, BCL2, AKT1, HMOX1, NOX1	187	139	8644	7.981225714615474	4.115929819192843E-12	3.4424164526821887E-13	1.7516182656757428E-13
KEGG_PATHWAY	hsa05163:Human cytomegalovirus infection	29	13.744075829383887	3.0387631030434255E-14	RB1, PTGER4, CDKN1A, CXCL8, ROCK2, PTGER2, CXCR4, PIK3CD, PTGS2, TNF, RELA, EGFR, IKBKB, PPP3CA, CCND1, CXCR2, AKT1, MAP2K1, STAT3, MAPK14, MTOR, NFKB1, VEGFA, IL6, CDK6, PIK3CA, RPS6KB1, CDK4, BAX	187	225	8644	5.957837195484255	8.608891377548389E-12	6.615153524317611E-13	3.3660145141404095E-13
KEGG_PATHWAY	hsa01521:EGFR tyrosine kinase inhibitor resistance	19	9.004739336492891	3.759532456144644E-14	MAP2K1, BAD, STAT3, PIK3CD, BRAF, EGFR, MTOR, IGF1R, VEGFA, IL6, PIK3CA, RPS6KB1, AXL, ERBB2, BCL2, BAX, AKT1, MET, BCL2L1	187	79	8644	11.117308603533473	1.0651146631346364E-11	7.599626322063816E-13	3.8669476691773483E-13
KEGG_PATHWAY	hsa04068:FoxO signaling pathway	23	10.90047393364929	4.131659353682064E-14	CDKN2D, CDKN1A, MAP2K1, CREBBP, INSR, PLK1, STAT3, PIK3CD, BRAF, MAPK14, SIRT1, EGFR, IGF1R, MAPK10, IKBKB, IL6, CCNB1, MAPK8, PIK3CA, CCND1, CAT, CDK2, AKT1	187	131	8644	8.11576927787076	1.1687983914043798E-11	7.795063980613494E-13	3.966392979534781E-13
KEGG_PATHWAY	hsa05207:Chemical carcinogenesis - receptor activation	28	13.270142180094787	5.13170753572715E-14	RB1, CHRNA3, HSP90AB1, CHRNA7, PIK3CD, AHR, RELA, EGFR, RXRB, RPS6KA3, CCND3, CCND1, RPS6KA1, AKT1, JUN, MAP2K1, BAD, EPHX1, STAT3, CDC25A, MTOR, NFKB1, VEGFA, AR, PIK3CA, RPS6KB1, BCL2, PPARA	187	212	8644	6.105135707799414	1.4515721957764072E-11	9.076707703817396E-13	4.618536782154435E-13
KEGG_PATHWAY	hsa05169:Epstein-Barr virus infection	27	12.796208530805686	1.219005654976985E-13	RB1, CDKN1A, HDAC1, PIK3CD, TNF, RELA, ICAM1, IKBKB, CCND3, MAPK8, CCND1, AKT1, JUN, SYK, STAT1, STAT3, MAPK14, NFKB1, MAPK10, CCNA2, IL6, CDK6, PIK3CA, CDK4, CDK2, BCL2, BAX	187	202	8644	6.178535500608884	3.449840413338734E-11	1.9852837408378038E-12	1.0101797126524515E-12
KEGG_PATHWAY	hsa05162:Measles	23	10.90047393364929	1.2627246408155644E-13	JUN, CSNK2A1, STAT1, BAD, STAT3, PIK3CD, IL2, RELA, NFKB1, MAPK10, IKBKB, CCND3, IL6, MAPK8, CDK6, PIK3CA, CCND1, CDK4, CDK2, BCL2, BAX, AKT1, BCL2L1	187	138	8644	7.7040998217468815	3.5723757285666125E-11	1.9852837408378038E-12	1.0101797126524515E-12
KEGG_PATHWAY	hsa05220:Chronic myeloid leukemia	18	8.530805687203792	2.7554945465534594E-13	RB1, CDKN1A, MAP2K1, HDAC1, BAD, PIK3CD, BRAF, RELA, NFKB1, IKBKB, CDK6, PIK3CA, CCND1, CDK4, ABL1, BAX, AKT1, BCL2L1	187	76	8644	10.947931325640303	7.798273138348577E-11	4.104236614076995E-12	2.0883748142299904E-12
KEGG_PATHWAY	hsa05235:PD-L1 expression and PD-1 checkpoint pathway in cancer	19	9.004739336492891	3.430611793401956E-13	MAP2K1, JUN, CSNK2A1, STAT1, STAT3, PIK3CD, MAPK14, HIF1A, EGFR, MTOR, RELA, NFKB1, IKBKB, PPP3CA, PIK3CA, RPS6KB1, LCK, AKT1, PTPN6	187	89	8644	9.868172805383645	9.708567283439606E-11	4.775311850979505E-12	2.429840659155649E-12
KEGG_PATHWAY	hsa04914:Progesterone-mediated oocyte maturation	20	9.47867298578199	3.5435176279353215E-13	MAP2K1, HSP90AB1, PLK1, PIK3CD, BRAF, CDC25C, MAPK14, CDC25A, CDC25B, IGF1R, MAPK10, CCNA2, RPS6KA3, CCNB1, MAPK8, PIK3CA, RPS6KA1, CDK2, CDK1, AKT1	187	102	8644	9.063646849113976	1.0029044261727904E-10	4.775311850979505E-12	2.429840659155649E-12
KEGG_PATHWAY	hsa05221:Acute myeloid leukemia	17	8.056872037914692	4.765852147122394E-13	CSF1R, MAP2K1, BAD, STAT3, PIK3CD, BRAF, MPO, MTOR, RELA, NFKB1, CCNA2, IKBKB, PIK3CA, CCND1, RPS6KB1, PIM1, AKT1	187	67	8644	11.728629579375848	1.3488310468545706E-10	6.130618898343806E-12	3.1194668599346577E-12
KEGG_PATHWAY	hsa04210:Apoptosis	22	10.42654028436019	9.003969490002467E-13	MAP2K1, JUN, PARP1, BAD, PIK3CD, TNF, CTSS, RELA, NFKB1, MAPK10, IKBKB, MAPK8, PIK3CA, BCL2, BAX, CTSH, AKT1, CAPN1, CTSD, CTSC, MCL1, BCL2L1	187	136	8644	7.477508650519031	2.5481061705079355E-10	1.1078797242046515E-11	5.637267854610241E-12
KEGG_PATHWAY	hsa04931:Insulin resistance	20	9.47867298578199	1.0430989270529959E-12	SREBF1, INSR, PRKCD, STAT3, PIK3CD, NR1H3, TNF, MTOR, RELA, NFKB1, MAPK10, IKBKB, RPS6KA3, IL6, MAPK8, PIK3CA, RPS6KB1, RPS6KA1, AKT1, PPARA	187	108	8644	8.56011091305209	2.951844324527997E-10	1.1807879854239914E-11	6.0082498198252565E-12
KEGG_PATHWAY	hsa04659:Th17 cell differentiation	20	9.47867298578199	1.0430989270529959E-12	JUN, HSP90AB1, STAT1, STAT3, RORA, AHR, MAPK14, HIF1A, IL2, MTOR, RELA, NFKB1, MAPK10, RXRB, IKBKB, PPP3CA, IL6, MAPK8, LCK, STAT6	187	108	8644	8.56011091305209	2.951844324527997E-10	1.1807879854239914E-11	6.0082498198252565E-12
KEGG_PATHWAY	hsa05219:Bladder cancer	14	6.6350710900473935	1.450368639198109E-12	RB1, CDKN1A, MAP2K1, CXCL8, DAPK1, MMP1, MMP2, BRAF, MMP9, EGFR, VEGFA, CCND1, CDK4, ERBB2	187	41	8644	15.784009390896047	4.104618867017962E-10	1.5786704803579416E-11	8.032810924789526E-12
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	17	8.056872037914692	1.5894314147140206E-12	RB1, CDKN1A, MAP2K1, BAD, STAT3, PIK3CD, BRAF, EGFR, RXRB, CDK6, PIK3CA, CCND1, CDK4, ERBB2, BAX, AKT1, MET	187	72	8644	10.914141414141415	4.4979886482110487E-10	1.6659595939409918E-11	8.476967545141443E-12
KEGG_PATHWAY	hsa05206:MicroRNAs in cancer	31	14.691943127962084	2.7606667725387846E-12	CDKN1A, HDAC1, PIK3CD, PTGS2, EGFR, IKBKB, CCND1, PLAU, ERBB2, ABL1, PIM1, HMOX1, MCL1, ABCC1, MAP2K1, CREBBP, STAT3, CDC25C, MMP9, SIRT1, CDC25A, MTOR, NFKB1, CDC25B, VEGFA, CDK6, PIK3CA, CCNG1, BCL2, EZR, MET	187	310	8644	4.622459893048128	7.812726021683147E-10	2.7902453451017004E-11	1.4197714830199465E-11
KEGG_PATHWAY	hsa04380:Osteoclast differentiation	21	9.95260663507109	7.170250535368444E-12	CSF1R, MAP2K1, JUN, SYK, NCF1, STAT1, PIK3CD, TNFRSF11B, MAPK14, TNF, RELA, NFKB1, MAPK10, IKBKB, PPP3CA, MAPK8, PIK3CA, LCK, AKT1, PPARG, NOX1	187	135	8644	7.190493166963756	2.0291848201736684E-9	6.997175522445758E-11	3.560400265838124E-11
KEGG_PATHWAY	hsa05208:Chemical carcinogenesis - reactive oxygen species	26	12.322274881516588	8.713007094272458E-12	NCF1, PIK3CD, AHR, HIF1A, RELA, EGFR, IKBKB, MAPK8, ABL1, AKT1, HMOX1, JUN, MAP2K1, BAD, EPHX1, PRKCD, BRAF, MAPK14, NFKB1, SOD1, VEGFA, MAPK10, PIK3CA, CAT, MET, NOX1	187	223	8644	5.389415121939521	2.4657875741240787E-9	8.21927002559702E-11	4.18224340525078E-11
KEGG_PATHWAY	hsa05205:Proteoglycans in cancer	25	11.848341232227488	9.248000390668889E-12	CDKN1A, ROCK2, PIK3CD, HIF1A, TNF, EGFR, IGF1R, CCND1, PLAU, ERBB2, AKT1, MAP2K1, MMP2, STAT3, BRAF, MAPK14, MMP9, MTOR, VEGFA, PIK3CA, RPS6KB1, PTPN6, EZR, MET, FGFR1	187	205	8644	5.637146211034303	2.617197236709501E-9	8.442529388900954E-11	4.295845342762323E-11
KEGG_PATHWAY	hsa04110:Cell cycle	22	10.42654028436019	1.5615127700337285E-11	CDKN1C, RB1, CDKN2D, CDKN1A, CREBBP, HDAC1, PLK1, CDC25C, CDC25A, CDC25B, CCNA2, CCND3, CCNB1, CDK6, CCND1, CDK4, CHEK2, CHEK1, CDK2, CDK1, ABL1, SKP1	187	157	8644	6.477332334207569	4.419094756791253E-9	1.3809628559985785E-10	7.026807465151778E-11
KEGG_PATHWAY	hsa05160:Hepatitis C	22	10.42654028436019	1.767673333660918E-11	RB1, CDKN1A, MAP2K1, STAT1, BAD, STAT3, PIK3CD, NR1H3, BRAF, TNF, EGFR, RELA, NFKB1, IKBKB, CDK6, PIK3CA, CCND1, CDK4, CDK2, BAX, AKT1, PPARA	187	158	8644	6.436336559940432	5.002519953833939E-9	1.5159137982607267E-10	7.713483637793096E-11
KEGG_PATHWAY	hsa05170:Human immunodeficiency virus 1 infection	25	11.848341232227488	1.9119122734734414E-11	CXCR4, PIK3CD, TNF, RELA, IKBKB, PPP3CA, MAPK8, CCNB1, CHEK1, AKT1, SKP1, JUN, MAP2K1, BAD, MAPK14, CDC25C, MTOR, NFKB1, MAPK10, PIK3CA, RPS6KB1, BCL2, CDK1, BAX, BCL2L1	187	212	8644	5.451014024820907	5.410719650100759E-9	1.5913858040970117E-10	8.097510805299282E-11
KEGG_PATHWAY	hsa05218:Melanoma	16	7.5829383886255926	2.205791546633049E-11	RB1, CDKN1A, MAP2K1, BAD, PIK3CD, BRAF, EGFR, IGF1R, CDK6, PIK3CA, CCND1, CDK4, BAX, AKT1, MET, FGFR1	187	72	8644	10.272133095662507	6.242388828070489E-9	1.7835400219918652E-10	9.075256649004544E-11
KEGG_PATHWAY	hsa04151:PI3K-Akt signaling pathway	32	15.165876777251185	2.286157349799636E-11	CSF1R, CDKN1A, HSP90AB1, PIK3CD, RELA, EGFR, PIK3CG, IGF1R, IKBKB, CCND3, CCND1, ERBB2, AKT1, MCL1, MAP2K1, SYK, BAD, INSR, IL2, MTOR, NFKB1, VEGFA, IL6, CDK6, PIK3CA, RPS6KB1, CDK4, CDK2, BCL2, MET, FGFR1, BCL2L1	187	359	8644	4.120298511909195	6.469833224720389E-9	1.797173694425825E-10	9.144629399198545E-11
KEGG_PATHWAY	hsa04668:TNF signaling pathway	19	9.004739336492891	2.839935508706072E-11	MAP2K1, JUN, VCAM1, MMP3, PIK3CD, PTGS2, MAPK14, TNF, MMP9, RELA, NFKB1, ICAM1, MAPK10, IKBKB, MMP14, IL6, MAPK8, PIK3CA, AKT1	187	114	8644	7.704099821746881	8.037028487173359E-9	2.172166889091401E-10	1.1052721979829038E-10
KEGG_PATHWAY	hsa04625:C-type lectin receptor signaling pathway	18	8.530805687203792	5.859696559620485E-11	JUN, SYK, STAT1, PRKCD, PIK3CD, PTGS2, MAPK14, TNF, IL2, RELA, NFKB1, MAPK10, IKBKB, PPP3CA, IL6, MAPK8, PIK3CA, AKT1	187	104	8644	8.00041135335253	1.6582955453259274E-8	4.327091330198388E-10	2.2017708535285087E-10
KEGG_PATHWAY	hsa04722:Neurotrophin signaling pathway	19	9.004739336492891	5.963129394973044E-11	MAP2K1, JUN, BAD, PRKCD, PIK3CD, BRAF, MAPK14, RELA, NFKB1, MAPK10, IKBKB, RPS6KA3, MAPK8, PIK3CA, RPS6KA1, BCL2, ABL1, BAX, AKT1	187	119	8644	7.380398148564239	1.687565776009592E-8	4.327091330198388E-10	2.2017708535285087E-10
KEGG_PATHWAY	hsa05222:Small cell lung cancer	17	8.056872037914692	8.364624043075453E-11	RB1, CDKN1A, PIK3CD, PTGS2, RELA, NFKB1, RXRB, IKBKB, CDK6, PIK3CA, CCND1, CDK4, CDK2, BCL2, BAX, AKT1, BCL2L1	187	92	8644	8.541501976284584	2.3671874571640217E-8	5.917971510475882E-10	3.011264655507163E-10
KEGG_PATHWAY	hsa05210:Colorectal cancer	16	7.5829383886255926	3.1968129285863046E-10	CDKN1A, MAP2K1, JUN, BAD, PIK3CD, BRAF, EGFR, MTOR, MAPK10, MAPK8, PIK3CA, CCND1, RPS6KB1, BCL2, BAX, AKT1	187	86	8644	8.599925382415122	9.046979854154813E-8	2.206580631194937E-9	1.1227830773571412E-9
KEGG_PATHWAY	hsa04115:p53 signaling pathway	15	7.109004739336493	4.1241256155485543E-10	CDKN1A, IGFBP3, CCND3, CCNB1, CDK6, CCND1, CDK4, CHEK2, CCNG1, CHEK1, CDK2, BCL2, CDK1, BAX, BCL2L1	187	74	8644	9.369851134557017	1.1671274446900526E-7	2.738976981083231E-9	1.3936844002684992E-9
KEGG_PATHWAY	hsa05225:Hepatocellular carcinoma	21	9.95260663507109	4.16169647302399E-10	RB1, CDKN1A, MAP2K1, BAD, GSTP1, PIK3CD, BRAF, EGFR, MTOR, IGF1R, CDK6, TERT, PIK3CA, CCND1, RPS6KB1, CDK4, BAX, AKT1, HMOX1, MET, BCL2L1	187	168	8644	5.778074866310161	1.1777600528173338E-7	2.738976981083231E-9	1.3936844002684992E-9
KEGG_PATHWAY	hsa05135:Yersinia infection	19	9.004739336492891	6.47208556879175E-10	MAP2K1, JUN, CXCL8, ROCK2, PIK3CD, MAPK14, TNF, IL2, RELA, NFKB1, MAPK10, IKBKB, RPS6KA3, IL6, MAPK8, PIK3CA, LCK, RPS6KA1, AKT1	187	137	8644	6.4107108005776965	1.8315999128493132E-7	4.162727763563785E-9	2.1181370952409365E-9
KEGG_PATHWAY	hsa04657:IL-17 signaling pathway	16	7.5829383886255926	1.173613983257675E-9	JUN, CXCL8, HSP90AB1, MMP1, MMP3, PTGS2, MAPK14, TNF, MMP9, RELA, NFKB1, MAPK10, IKBKB, IL6, MAPK8, MMP13	187	94	8644	7.868016839230856	3.3213270245191495E-7	7.380727939153823E-9	3.755564746424561E-9
KEGG_PATHWAY	hsa05165:Human papillomavirus infection	28	13.270142180094787	1.8413518272170686E-9	RB1, PTGER4, CDKN1A, HDAC1, PIK3CD, PTGS2, TNF, RELA, EGFR, IKBKB, CCND3, CCND1, TERT, AKT1, MAP2K1, CREBBP, STAT1, BAD, MTOR, NFKB1, VEGFA, CCNA2, CDK6, PIK3CA, RPS6KB1, CDK4, CDK2, BAX	187	331	8644	3.9102379759923744	5.211024378670714E-7	1.1328316676139792E-8	5.764231806940389E-9
